PRECINCT NAME,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
99999,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35,0
AA,63.34,0,58.24,47.19,0,60.61,51.52,0,0,0,0,45,61.54,0,54.55,57.14,0,70.51,70.32,0,70.5,55.90
AB,70.29,50,77.39,68.25,0,57.89,46.15,0,0,0,0,58.33,34.78,0,65,57.89,0,72.64,71.23,0,62.79,43.48
AD,78.15,0,73.33,63.95,0,66.67,91.67,0,0,100,0,78.57,63.64,0,78.57,66.67,0,80.69,77.55,0,76.47,70.37
AE,78.2,0,68.35,60.26,0,66.67,55.56,0,0,0,0,76.92,66.67,0,68.42,80,0,81.83,78.99,0,73.1,61.11
AF,49.07,0,47.44,28.05,0,47.06,20,0,0,0,0,64.29,83.33,0,40,71.43,0,65.98,58.33,0,56.17,39.28
AG,74.65,50,62.5,68.8,0,75,75,0,100,0,0,58.62,70,0,68.75,92.31,0,78.85,75.7,0,68.62,57.98
AH,67.92,0,58.53,56.84,0,66.67,68.42,0,100,0,0,70.37,61.76,0,55.14,55.97,0,71.24,71.01,0,73.77,65.00
AI,64.76,0,55.24,47.3,0,69.44,75.86,0,50,0,0,62.96,54.17,0,51.28,55.56,0,69.19,68.64,0,67.58,49.17
BB,64.91,0,71.3,56.73,0,48.57,44,0,33.33,0,0,79.31,47.06,0,64.44,73.91,0,74.96,71.62,0,62.72,43.67
BC,59.01,0,47.76,46.83,0,57.14,50,0,50,0,0,43.59,58.7,0,53.85,33.33,0,62.05,63.63,0,51.56,54.10
BD,74.05,100,63.27,52.54,0,50,50,0,0,0,0,59.26,63.16,0,51.72,60.47,0,77.39,78.21,0,61.7,74.07
BE,60.44,0,54.35,41.62,0,58.33,52,0,25,33.33,0,48.39,52.94,0,61.4,68.18,0,68.28,67.13,0,49.48,43.65
BF,63.14,0,52.1,40.91,0,47.06,43.75,0,0,33.33,0,63.64,54.29,0,44.64,50,0,75.96,71.26,100,62.17,48.46
BG,65.02,0,53.8,51.5,0,52.27,60,0,50,50,0,68.42,71.79,0,61.9,56.41,0,67.55,68.87,0,62.82,53.08
BH,63.71,0,54.95,40.78,0,61.76,42.86,0,100,66.67,0,67.57,62.5,0,58.49,51.61,0,71.61,71.34,0,58.2,46.74
BI,66.18,0,56.46,53.18,0,63.33,45,0,100,0,0,68.09,73.68,0,61.7,59.46,0,70.34,67.54,0,60.91,50.50
BJ,67.32,0,56.41,50.79,0,57.89,57.14,0,0,0,0,38.46,50,0,75,0,0,52.38,73.53,0,73.97,62.13
BL,62.98,0,59.02,44.58,0,55.56,54.55,0,0,0,0,44.44,100,0,57.14,66.67,0,56.25,60.61,0,69.93,57.65
BM,56.26,0,50.63,30.97,0,45.71,32.14,0,0,0,0,47.06,42.11,0,35,61.54,0,42.86,40,0,64.56,50.09
BR,63.93,0,65.38,56.9,0,55,74.29,0,0,66.67,0,73.08,63.64,0,68.42,72.22,0,72.36,69.58,0,65.15,48.11
CA,49.84,0,44.12,21.79,0,58.33,27.27,0,0,50,0,50,30,0,0,75,0,51.22,47.83,50,55.72,45.22
CB,58.92,0,58.21,34.72,0,46.67,6.67,0,0,0,0,81.82,60,0,0,50,0,63.64,57.14,0,66.97,51.71
CC,43.32,0,45.76,25,0,23.53,45.45,0,100,33.33,0,0,0,0,0,16.67,0,41.38,36,0,51.37,35.49
CD,61.22,0,61.67,36.09,0,33.33,57.14,0,100,0,0,41.67,33.33,0,33.33,50,0,58.7,59.52,0,69.72,52.86
CE,61.25,0,50.63,47.32,0,57.69,42.31,0,0,0,0,51.06,45.31,0,57.58,64.77,0,69.73,68.65,0,59.41,42.11
CF,63.82,0,62.9,44.83,0,55,31.58,0,0,0,0,30,25,0,33.33,50,0,72.73,70.59,0,69.35,58.17
CG,64.06,0,63.44,41.75,0,66.67,44.44,0,0,0,0,33.33,50,0,100,100,0,39.29,53.33,0,70.77,57.63
CH,57.8,0,54.76,50,0,54.55,41.18,0,100,0,0,57.14,61.54,0,62.5,64.15,0,62.62,65.33,0,56.11,43.93
CI,73.66,0,72.73,71.43,0,78.79,48,0,0,100,0,62.5,65.22,0,80.33,75.61,0,75.75,72.16,0,74.89,68.57
CJ,56.95,0,57.58,45.98,0,50,64.52,0,50,100,0,56.36,57.69,0,59.72,35.06,0,61.43,59.28,0,53.47,43.04
CK,45.27,28.57,39.18,30.22,0,40.86,40,0,27.27,42.86,0,46.15,37.93,0,41.18,40.71,0,64.67,57.27,100,49.37,37.90
CL,60.65,0,55.77,32.56,0,83.33,0,0,0,0,0,33.33,60,0,14.29,60,0,56,54.55,0,69.86,52.75
CM,46.57,0,46.58,25.68,0,44.44,38.46,0,0,0,0,11.11,0,0,75,28.57,0,50,46.15,0,55.39,36.77
CO,59.23,0,46.9,50.31,0,44,50,0,0,33.33,0,64.58,44.64,0,60,52.63,0,64.05,62.13,0,59.4,47.62
CP,60.27,0,52.87,34.48,0,70.37,54.17,0,100,100,0,52.94,42.86,0,25,0,0,66.67,61.54,0,67.62,53.84
CQ,47.7,0,39.83,35.71,0,64.52,52.63,0,100,0,0,45,33.33,0,83.33,0,0,68.54,63.87,0,52.97,33.51
CR,47.44,0,39.22,23.64,0,42.86,50,0,0,0,0,16.67,33.33,0,100,0,0,47.06,33.33,0,54.27,41.58
CS,66.45,0,59.66,48.82,0,82.35,52.63,0,0,0,0,68.75,66.67,0,50,20,0,69.77,67.24,0,73.86,59.20
CT,26.5,0,22.86,15.69,0,31.82,16.67,0,100,0,0,42.11,36.36,0,0,0,0,33.33,43.9,0,27.17,24.92
CU,38.38,0,45.37,33.33,0,42.31,25,0,50,0,0,19.23,29.17,0,58.33,50,0,66.55,62.17,0,35.8,23.81
CV,75.24,0,60.29,62.86,0,73.08,57.14,0,0,100,0,75.76,76.67,0,79.25,76.92,100,77.67,76.22,0,71.21,71.25
CW,74.29,0,70.69,64.49,0,52.94,62.5,0,100,0,0,79.17,64,0,72.58,64,0,76.71,75.7,0,57.61,64.95
CZ,67.05,0,57.69,54.48,0,65.62,68.18,0,0,0,0,62.86,58.33,0,63.33,66.67,0,74.19,69.7,0,51.12,47.59
