,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,34.09,60.0,0.0
1,OTHER,33.33,46.15,0.0
2,NATIVE-AM,100.0,0.0,0.0
3,HISP-LT,60.0,58.33,0.0
4,ASIA-PI,50.0,25.0,0.0
5,WHITE,63.83,65.51,0.0
6,BLACK,45.67,58.46,0.0
