RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,57.14,72.73,0.00,64.00
OTHER,0.00,50.00,0.00,28.57
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,60.00,77.78,0.00,68.42
ASIA-PI,0.00,0.00,0.00,0.00
WHITE,54.05,59.52,0.00,56.25
BLACK,37.31,61.46,0.00,51.53
TOTAL,45.04,62.35,0.00,54.42
