,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,31.31,37.84,0.0
1,OTHER,42.86,28.57,100.0
2,NATIVE-AM,0.0,100.0,0.0
3,HISP-LT,36.36,30.0,0.0
4,ASIA-PI,22.22,36.36,0.0
5,WHITE,44.58,50.25,50.0
6,BLACK,30.33,52.05,0.0
