,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,46.97,41.89,0.0
1,OTHER,70.59,70.0,0.0
2,NATIVE-AM,50.0,100.0,0.0
3,HISP-LT,53.19,64.41,0.0
4,ASIA-PI,55.56,40.91,0.0
5,WHITE,67.18,73.58,0.0
6,BLACK,58.06,67.39,0.0
