,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,39.16,48.9,0.0
1,OTHER,57.5,50.0,0.0
2,NATIVE-AM,50.0,42.86,0.0
3,HISP-LT,63.22,63.25,0.0
4,ASIA-PI,70.69,62.86,0.0
5,WHITE,69.85,71.97,100.0
6,BLACK,51.74,65.05,75.0
