RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,50.29,57.14,0.0,53.77
OTHER,42.86,46.67,0.0,45.45
NATIVE-AM,0.0,0.0,0.0,0.0
HISP-LT,55.56,33.33,0.0,45.45
ASIA-PI,71.43,30.0,0.0,47.06
WHITE,62.5,62.37,0.0,62.42
BLACK,45.59,61.8,0.0,54.78
TOTAL,60.6,61.51,0.0,61.08
