,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,48.63,55.91,0.0
1,OTHER,46.52,53.21,0.0
2,NATIVE-AM,53.66,59.52,0.0
3,HISP-LT,43.83,53.49,56.25
4,ASIA-PI,42.69,47.08,66.67
5,WHITE,69.29,71.05,65.62
6,BLACK,47.46,60.91,66.67
