,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,32.26,61.82,0.0
1,OTHER,50.0,33.33,0.0
2,NATIVE-AM,0.0,0.0,0.0
3,HISP-LT,16.67,0.0,0.0
4,ASIA-PI,66.67,0.0,0.0
5,WHITE,69.62,70.65,0.0
6,BLACK,48.57,64.24,0.0
