,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,48.67,56.34,0.0
1,OTHER,45.83,46.15,0.0
2,NATIVE-AM,0.0,50.0,0.0
3,HISP-LT,42.11,57.14,0.0
4,ASIA-PI,58.33,53.33,0.0
5,WHITE,69.57,69.67,0.0
6,BLACK,54.07,66.29,0.0
