PRECINCT NAME,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
99999,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
AA,1671.0,0.0,53.0,42.0,0.0,20.0,17.0,0.0,0.0,0.0,0.0,9.0,8.0,0.0,12.0,12.0,0.0,110.0,109.0,0.0,772.0,507.0
AB,1779.0,1.0,89.0,86.0,0.0,11.0,6.0,0.0,0.0,0.0,0.0,14.0,8.0,0.0,26.0,22.0,0.0,746.0,723.0,0.0,27.0,20.0
AD,1985.0,0.0,66.0,55.0,0.0,10.0,11.0,0.0,0.0,1.0,0.0,11.0,7.0,0.0,22.0,10.0,0.0,911.0,836.0,0.0,26.0,19.0
AE,2227.0,0.0,54.0,47.0,0.0,16.0,5.0,0.0,0.0,0.0,0.0,10.0,12.0,0.0,13.0,16.0,0.0,1081.0,801.0,0.0,106.0,66.0
AF,1208.0,0.0,37.0,23.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,2.0,5.0,0.0,64.0,56.0,0.0,646.0,350.0
AG,2159.0,1.0,75.0,86.0,0.0,18.0,12.0,0.0,2.0,0.0,0.0,17.0,21.0,0.0,33.0,24.0,0.0,865.0,807.0,0.0,129.0,69.0
AH,2411.0,0.0,127.0,108.0,0.0,28.0,26.0,0.0,5.0,0.0,0.0,38.0,21.0,0.0,102.0,75.0,0.0,872.0,725.0,0.0,180.0,104.0
AI,2205.0,0.0,79.0,70.0,0.0,25.0,22.0,0.0,1.0,0.0,0.0,17.0,13.0,0.0,20.0,10.0,0.0,822.0,604.0,0.0,344.0,178.0
BB,3037.0,0.0,154.0,118.0,0.0,17.0,11.0,0.0,1.0,0.0,0.0,23.0,16.0,0.0,29.0,17.0,0.0,916.0,795.0,0.0,609.0,331.0
BC,1928.0,0.0,96.0,96.0,0.0,16.0,12.0,0.0,1.0,0.0,0.0,17.0,27.0,0.0,28.0,19.0,0.0,695.0,789.0,0.0,66.0,66.0
BD,1321.0,1.0,31.0,31.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,16.0,12.0,0.0,30.0,26.0,0.0,599.0,517.0,0.0,29.0,20.0
BE,1511.0,0.0,75.0,72.0,0.0,14.0,13.0,0.0,1.0,2.0,0.0,30.0,36.0,0.0,35.0,45.0,0.0,523.0,484.0,0.0,95.0,86.0
BF,1699.0,0.0,62.0,45.0,0.0,16.0,7.0,0.0,0.0,1.0,0.0,21.0,19.0,0.0,25.0,21.0,0.0,512.0,414.0,1.0,350.0,205.0
BG,2050.0,0.0,85.0,86.0,0.0,23.0,18.0,0.0,1.0,2.0,0.0,39.0,28.0,0.0,26.0,22.0,0.0,816.0,688.0,0.0,147.0,69.0
BH,1647.0,0.0,61.0,42.0,0.0,21.0,15.0,0.0,3.0,2.0,0.0,25.0,20.0,0.0,31.0,32.0,0.0,575.0,478.0,0.0,220.0,122.0
BI,2381.0,0.0,118.0,117.0,0.0,19.0,9.0,0.0,2.0,0.0,0.0,32.0,28.0,0.0,29.0,22.0,0.0,982.0,905.0,0.0,67.0,51.0
BJ,2445.0,0.0,66.0,64.0,0.0,11.0,8.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,3.0,0.0,0.0,22.0,25.0,0.0,1347.0,891.0
BL,1191.0,0.0,36.0,37.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,4.0,2.0,0.0,18.0,20.0,0.0,635.0,422.0
