RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,0.00,100.0,0.00,75.00
OTHER,0.00,0.00,0.00,0.00
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,0.00,133.33,0.00,66.67
ASIA-PI,0.00,100.0,0.00,100.0
WHITE,71.75,75.96,0.00,73.89
BLACK,25.00,0.00,0.00,20.00
TOTAL,68.82,77.44,0.00,73.23
