PRECINCT NAME,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
1B,69.21,0,50,58.97,0,50,0,0,0,0,0,100,33.33,0,100,100,0,70.9,71.93,0,43.75,37.50
1C,66.2,0,46.03,48,0,0,0,0,0,0,0,50,50,0,75,50,100,68.12,70.59,0,48.89,51.43
2A,62.82,0,58.49,22.45,0,16.67,0,0,0,0,0,75,100,0,0,0,0,66.54,69.71,0,54.1,42.16
2B,69.91,0,55.56,50,0,0,0,0,0,0,0,0,0,0,0,0,100,73.33,70.67,0,40,33.33
2C,70.76,0,50,41.38,0,0,75,0,0,100,0,0,66.67,0,100,0,0,74.22,73.3,0,46.67,18.18
2D,59.47,100,44.44,42.22,0,0,33.33,0,0,0,0,33.33,50,0,100,0,100,60.62,62.33,0,65.96,55.00
3A,54.58,0,45.22,31.58,0,16.67,10,0,0,0,0,22.22,25,0,57.14,33.33,0,58.38,60.02,0,49.79,40.76
3B,69.68,0,53.33,62.5,0,50,100,0,0,0,0,0,0,0,100,0,0,70.07,71.32,0,81.82,50.00
3C,68.22,0,28.57,45.45,0,0,0,0,0,0,0,100,0,0,0,0,0,68.18,73.05,0,100,66.67
4A,44.61,0,31.58,18.75,0,25,33.33,0,100,0,0,21.43,22.22,0,40,37.5,0,35.03,43.43,0,53.49,41.26
4B,54.36,0,54.05,32,0,44.44,25,0,100,0,0,37.5,50,0,100,37.5,0,64.97,69.68,0,47.68,38.42
5A,63.61,0,52.7,33.85,0,0,50,0,0,0,0,33.33,18.18,0,100,0,0,70.68,67.71,0,56.07,48.51
5B,61.33,0,40.28,50,0,0,0,0,0,0,0,31.25,60,0,12.5,42.86,0,64.11,68.61,0,52.53,46.67
TOTAL,61.0,100.0,47.17,39.54,,25.0,25.64,,100.0,40.0,,33.33,40.51,,58.33,41.38,100.0,65.52,67.51,0.0,52.46,42.68
