PRECINCT NAME,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
88888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EM1,44.15,0,27.66,11.11,0,40,50,0,0,0,0,0,25,0,100,25,0,38.1,48.65,100,53.5,34.76
EM2,60.09,25,51.72,32.79,0,17.65,42.86,0,0,0,0,50,33.33,0,25,100,0,50.7,49.04,0,67.69,53.83
EM3,60.05,0,53.73,44.74,0,53.85,36.36,0,100,100,0,50,50,0,44.44,50,100,67.5,67.61,0,61.38,47.99
EM4,61.5,0,41.38,42.86,0,50,0,0,0,0,0,50,100,0,0,0,0,56.94,44.83,50,68.99,54.66
EM5,65.59,0,45.24,31.11,0,33.33,28.57,0,0,0,0,75,37.5,0,50,57.14,0,61.56,60.67,0,76.76,59.97
GF1,48.93,50,44.23,26.47,0,52.78,45.45,0,20,0,0,55,50,0,50,35,50,52.74,52.33,0,56.31,38.88
GF2,44.38,50,27.5,16.36,0,33.33,14.29,0,0,0,0,28.57,28.57,0,50,0,0,32.54,39.81,0,56.49,37.38
GF3,53.62,0,40.43,24.59,0,28.57,33.33,0,100,0,0,60,0,0,50,0,0,53.54,48.97,0,61.75,45.25
GF4,46.45,0,27.03,28.57,0,33.33,9.09,0,0,0,0,80,20,0,0,33.33,0,36.69,45.27,0,56.54,36.38
GF5,57.38,0,46.75,35.06,0,31.25,44.44,0,0,100,0,45,54.55,0,28.57,0,0,57.49,55.08,0,65.52,48.14
HA1,55.67,0,43.86,21.21,0,16.67,33.33,0,0,33.33,0,38.46,0,0,14.29,45.45,0,56.9,61.14,0,64.16,46.19
HA2,62.21,100,57.83,43.16,0,38.46,30.77,0,0,50,100,56,71.43,0,57.89,45.45,0,61.94,62.53,0,70.57,55.07
HA3,59.45,50,46.76,31.61,0,44.44,33.33,0,100,33.33,0,47.5,22.22,0,52.63,39.13,0,63.53,64.6,0,65.08,51.67
HA4,76.5,100,57.5,48.65,0,58.33,30,0,0,100,0,62.5,100,0,37.5,47.06,100,80.46,76.46,0,79.28,77.97
HA5,70.95,100,52.08,59.68,0,61.11,71.43,0,50,50,0,55.56,50,0,64.86,64.86,0,73.89,70.25,0,76.42,65.83
HO1,70.26,0,50,37.5,0,53.85,25,0,0,0,0,52.94,50,0,80,66.67,0,77.69,74.85,0,64.09,50.00
HO2,72.99,50,60.87,58.06,0,73.68,46.67,0,0,0,0,50,40,0,57.14,55.32,0,74.29,75.59,0,77.27,62.13
HO3,66.99,40,56.16,46.58,0,52.83,55.17,0,50,60,0,54.55,31.43,100,51.96,54.76,25,72.18,70.39,0,65.21,56.57
HO4,69.94,0,57.5,36.36,0,40,44.44,0,0,100,0,87.5,80,0,50,46.15,0,73.19,75,0,72,57.06
HO5,64.19,50,62.86,38.46,0,62.5,60,0,0,0,0,50,54.55,0,60,50,0,70.88,71.12,0,61.54,47.56
HO6,68.34,200,67.92,42.22,0,50,50,0,0,0,0,47.06,66.67,0,33.33,41.67,0,74.47,67.77,100,69.14,51.63
HO7,74.24,100,57.5,59.46,0,44.44,14.29,0,66.67,0,0,50,60,100,64.71,44.44,0,77.49,75.21,0,72.82,63.45
RU1,73.73,60,55.36,53.39,0,37.5,66.67,0,50,100,0,60,45,0,54.17,52.17,100,74.43,74.89,0,81.1,71.07
RU2,67.67,50,56.82,46.05,0,33.33,33.33,0,0,33.33,0,53.33,35.71,0,75,57.14,100,68.21,69.41,0,76.82,60.00
VV1,54.51,0,42.86,46.32,0,52.38,44.44,0,0,0,0,38.46,27.27,0,30,36.36,0,62.28,59.15,0,55.77,39.64
VV2,56.96,33.33,60,34.09,0,46.15,33.33,0,0,100,0,58.33,60,0,25,50,0,65.51,63.83,0,58.46,45.67
VV3,55.12,0,52.08,26.09,0,11.11,50,0,0,0,0,71.43,0,0,33.33,0,0,52.98,53.08,0,63.73,45.57
VV4,57.82,0,41.18,34.94,0,46.67,40,0,0,0,0,38.46,42.86,0,71.43,100,0,61.21,59.51,0,64.9,49.54
VV5,72.45,0,53.85,65.71,0,57.14,33.33,0,100,0,0,77.78,20,0,60,77.78,0,77.26,74.9,0,65.91,53.99
VV6,65.67,100,47.62,39.13,0,60,40,0,0,50,0,26.32,66.67,0,58.33,88.89,50,74.64,72.73,0,56.24,37.72
WA1,73.49,0,57.89,67.39,0,86.67,66.67,0,50,0,0,83.33,0,0,60,33.33,100,74.54,73.83,0,76.56,68.82
TOTAL,62.24,37.31,50.3,39.92,0.0,48.49,41.23,,42.11,42.86,25.0,53.15,42.95,66.67,52.37,50.61,40.0,70.11,69.09,10.0,64.54,49.28
