,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,45.35,63.16,0.0
1,OTHER,47.06,55.56,0.0
2,NATIVE-AM,0.0,50.0,0.0
3,HISP-LT,57.69,67.86,0.0
4,ASIA-PI,63.64,68.18,0.0
5,WHITE,71.14,74.72,0.0
6,BLACK,44.33,61.53,0.0
