,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,11.11,37.5,0.0
1,OTHER,0.0,0.0,0.0
2,NATIVE-AM,0.0,0.0,0.0
3,HISP-LT,13.04,26.92,0.0
4,ASIA-PI,0.0,33.33,0.0
5,WHITE,57.62,49.27,0.0
6,BLACK,45.61,49.21,0.0
