,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,45.67,50.41,0.0
1,OTHER,50.0,42.86,0.0
2,NATIVE-AM,100.0,0.0,0.0
3,HISP-LT,45.04,62.61,0.0
4,ASIA-PI,25.0,66.67,0.0
5,WHITE,67.38,66.84,0.0
6,BLACK,46.43,47.37,0.0
