RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,48.65,52.38,0.00,50.63
OTHER,50.00,66.67,0.00,58.82
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,25.00,66.67,0.00,52.17
ASIA-PI,50.00,37.50,0.00,43.75
WHITE,71.84,75.99,0.00,74.06
BLACK,61.39,74.60,0.00,68.72
TOTAL,68.34,74.06,0.00,71.42
