PRECINCT NAME,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
1259,63.68,66.67,48.28,48,0,35.71,40,0,0,0,0,69.23,57.89,0,33.33,33.33,0,69.02,71.01,0,67.09,56.21
1260,73.9,100,67.39,57.14,100,60.87,71.43,0,66.67,100,0,57.89,60,0,80,28.57,50,77.31,73.83,100,74.62,68.51
1270,46.86,25,45.38,31.28,0,47.37,29.63,0,50,0,0,49.15,26.42,0,64.71,41.67,0,45.35,37.66,50,55.64,40.68
1271,74.46,100,68.22,52.94,0,76.19,30.77,0,0,100,0,62.07,66.67,0,77.78,44.44,50,76.41,75.89,100,76.19,71.43
1272,68.56,100,57.75,52.04,0,52.94,52.5,0,100,0,0,57.14,56.76,100,73.91,45.45,100,75.2,70.07,0,68.01,57.65
1273,60.81,60,46.84,41.51,0,48,46.15,0,0,100,100,56.34,50.94,0,42.86,75,150,65.67,63.36,50,65.33,53.49
1274,63.49,0,45.71,35.9,0,50,55.56,0,0,0,0,68.75,64.52,0,33.33,40,0,68.84,69,0,65.14,53.71
1275,60.72,0,53.18,38.89,0,59.46,55.56,0,66.67,0,0,56.63,58.82,0,53.12,54.55,0,62.46,58.12,100,67.68,57.33
1276,60.3,100,58.65,41.03,0,61.11,54.55,0,0,100,0,57.78,51.02,0,37.5,14.29,0,60.31,63.5,0,66.38,55.85
729,55.3,75,50.21,44.15,0,48.72,52.38,0,50,0,0,52.31,32.43,0,55.56,50,0,55.4,51.89,0,63.28,47.49
730,54.03,0,44.23,36.73,0,47.06,48.28,0,50,0,0,50,35.42,0,56.25,42.31,0,63.43,60.53,100,55.42,42.22
731,65.93,0,56.45,49.33,0,63.16,61.54,0,0,0,0,72.5,55.56,0,78.57,63.64,0,68.94,67.78,100,69.48,59.20
732,58.6,50,55.24,42.74,0,42.11,27.27,0,100,0,0,46.51,44.83,0,0,16.67,0,62.93,63.83,33.33,64.86,52.43
733,57.83,50,49.62,40,0,53.57,40,0,100,0,0,48.94,44.12,0,56.52,66.67,0,61.78,57.43,0,62.31,55.79
734,62.06,0,52.83,42.86,0,50,43.75,0,100,0,0,54.05,55.88,0,33.33,0,100,65.54,68.48,0,59.54,54.18
735,62.74,0,52.45,44.59,0,61.9,52.63,0,100,0,0,54,61.36,0,60,62.5,50,68.17,65,100,64.32,47.29
736N,67.41,133.33,68.48,50,0,66.67,57.69,0,100,100,0,65.45,69.05,0,54.84,62.96,0,67.72,66.92,0,74.4,63.10
736S,66.62,50,60.76,53.44,0,55,65.71,0,50,100,0,61.7,62.69,0,52.5,40,0,70.89,69.75,50,70.91,60.89
737,62.61,0,62.01,50,0,64.1,57.14,0,0,50,100,61.25,52.08,0,28,60,0,65.71,60,0,70.24,56.14
738,62.9,100,52.56,44.16,0,62.5,50,0,100,100,0,60,35,0,77.78,100,0,69,65.93,0,63.66,44.17
739,67.31,0,66.67,53.61,0,60.47,63.64,0,50,0,0,48.98,58.62,0,45,70.59,75,68.12,68.28,100,73.97,63.16
740,74.88,100,64.49,64.42,0,52.63,46.15,0,0,0,0,65.38,60.71,0,50,60,0,75.15,74.37,100,84.02,75.87
784,68.08,50,64.52,50.33,100,74.19,77.27,0,100,0,0,69.77,42.42,0,50,54.55,0,66.5,65.48,50,75.71,67.29
785,61.39,75,61.93,47.18,0,47.37,40,0,100,66.67,0,45.61,48.28,0,40,50,0,62.43,60.38,80,66.97,57.75
88888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL,63.1,57.38,56.17,46.02,100.0,56.05,52.07,,69.7,42.86,66.67,57.1,51.85,50.0,52.99,51.76,65.22,68.48,66.64,65.71,66.43,55.4
