,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,53.64,56.57,0.0
1,OTHER,45.45,63.16,0.0
2,NATIVE-AM,75.0,33.33,0.0
3,HISP-LT,58.33,63.04,0.0
4,ASIA-PI,44.44,56.67,0.0
5,WHITE,78.5,79.56,66.67
6,BLACK,54.38,69.73,0.0
