RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,20.0,45.45,0.0,37.5
OTHER,0.0,0.0,0.0,0.0
NATIVE-AM,0.0,0.0,0.0,0.0
HISP-LT,0.0,100.0,0.0,100.0
ASIA-PI,0.0,0.0,0.0,0.0
WHITE,60.0,72.83,0.0,66.67
BLACK,43.48,77.78,0.0,62.0
TOTAL,52.55,72.5,0.0,63.3
