RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,43.75,77.78,0.00,60.87
OTHER,100.0,100.0,0.00,100.0
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,0.00,66.67,0.00,50.00
ASIA-PI,100.0,100.0,0.00,100.0
WHITE,80.00,37.50,0.00,53.85
BLACK,49.43,67.14,0.00,59.11
TOTAL,49.74,67.59,0.00,59.42
