PRECINCT NAME,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
02,1599.0,2.0,31.0,30.0,0.0,10.0,5.0,0.0,1.0,0.0,0.0,5.0,7.0,0.0,5.0,7.0,0.0,641.0,496.0,0.0,235.0,124.0
03,1033.0,0.0,23.0,23.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,127.0,92.0,0.0,447.0,312.0
04,307.0,0.0,6.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,99.0,89.0,0.0,48.0,56.0
05,1994.0,0.0,45.0,40.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,452.0,413.0,0.0,588.0,445.0
06,1163.0,0.0,28.0,26.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,2.0,0.0,0.0,283.0,294.0,0.0,282.0,235.0
07,2598.0,1.0,86.0,95.0,0.0,3.0,6.0,0.0,2.0,2.0,0.0,9.0,3.0,0.0,1.0,0.0,1.0,738.0,706.0,0.0,522.0,423.0
08,1369.0,0.0,47.0,66.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,393.0,377.0,1.0,263.0,213.0
09,388.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,160.0,138.0,0.0,37.0,34.0
10,1318.0,0.0,36.0,39.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,326.0,287.0,0.0,347.0,276.0
11,1214.0,0.0,21.0,18.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,2.0,3.0,0.0,460.0,394.0,0.0,173.0,135.0
12,702.0,0.0,22.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,233.0,208.0,0.0,124.0,95.0
13,494.0,0.0,19.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,200.0,196.0,0.0,37.0,23.0
14,212.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,90.0,103.0,0.0,5.0,1.0
99999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TOTAL,14392.0,3.0,377.0,387.0,0.0,32.0,18.0,0.0,7.0,2.0,0.0,30.0,27.0,0.0,14.0,16.0,2.0,4203.0,3793.0,1.0,3108.0,2372.0
