,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,39.73,48.15,0.0
1,OTHER,28.57,33.33,0.0
2,NATIVE-AM,100.0,33.33,0.0
3,HISP-LT,45.76,59.7,0.0
4,ASIA-PI,60.0,81.82,0.0
5,WHITE,65.31,66.45,66.67
6,BLACK,54.76,69.23,0.0
