,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,28.12,71.43,0.0
1,OTHER,66.67,75.0,0.0
2,NATIVE-AM,0.0,0.0,0.0
3,HISP-LT,50.0,62.5,0.0
4,ASIA-PI,50.0,33.33,0.0
5,WHITE,74.47,72.68,0.0
6,BLACK,42.44,55.98,0.0
