,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,50.0,68.48,0.0
1,OTHER,57.69,66.67,0.0
2,NATIVE-AM,100.0,100.0,0.0
3,HISP-LT,69.05,65.45,0.0
4,ASIA-PI,62.96,54.84,0.0
5,WHITE,66.92,67.72,0.0
6,BLACK,63.1,74.4,0.0
