,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,64.37,60.66,0.0
1,OTHER,56.25,56.52,0.0
2,NATIVE-AM,100.0,0.0,0.0
3,HISP-LT,73.08,54.29,0.0
4,ASIA-PI,51.72,61.76,0.0
5,WHITE,78.44,79.73,25.0
6,BLACK,76.25,81.91,0.0
