,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,47.3,55.72,0.0
1,OTHER,30.0,50.0,0.0
2,NATIVE-AM,50.0,0.0,0.0
3,HISP-LT,62.16,51.22,0.0
4,ASIA-PI,53.57,59.26,0.0
5,WHITE,68.28,67.24,100.0
6,BLACK,39.4,51.53,0.0
