,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,43.53,56.25,0.0
1,OTHER,63.64,40.0,0.0
2,NATIVE-AM,100.0,100.0,0.0
3,HISP-LT,68.18,68.18,0.0
4,ASIA-PI,40.0,47.06,0.0
5,WHITE,55.72,65.78,0.0
6,BLACK,50.42,58.45,0.0
