PRECINCT NAME,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
002,2332.0,5.0,109.0,69.0,0.0,26.0,11.0,0.0,2.0,0.0,0.0,39.0,27.0,0.0,10.0,8.0,0.0,308.0,302.0,4.0,899.0,513.0
003,2844.0,3.0,120.0,125.0,1.0,42.0,27.0,0.0,3.0,0.0,1.0,131.0,82.0,1.0,36.0,27.0,2.0,736.0,684.0,3.0,519.0,301.0
004,967.0,1.0,57.0,46.0,0.0,6.0,4.0,0.0,0.0,0.0,1.0,19.0,20.0,0.0,29.0,18.0,1.0,325.0,263.0,0.0,107.0,70.0
005,1868.0,3.0,87.0,69.0,0.0,13.0,14.0,0.0,0.0,1.0,0.0,17.0,11.0,0.0,17.0,18.0,1.0,616.0,563.0,2.0,244.0,192.0
006,2310.0,3.0,93.0,93.0,0.0,41.0,25.0,0.0,1.0,3.0,0.0,145.0,94.0,1.0,59.0,67.0,0.0,612.0,560.0,1.0,286.0,226.0
007,2970.0,5.0,115.0,109.0,1.0,53.0,57.0,0.0,4.0,4.0,0.0,83.0,64.0,3.0,168.0,163.0,3.0,881.0,798.0,0.0,249.0,210.0
008,3079.0,3.0,160.0,129.0,0.0,24.0,28.0,0.0,5.0,1.0,0.0,61.0,43.0,0.0,32.0,28.0,3.0,1189.0,1083.0,0.0,162.0,128.0
009,3198.0,1.0,129.0,129.0,0.0,23.0,21.0,0.0,1.0,0.0,0.0,85.0,66.0,0.0,42.0,31.0,4.0,1243.0,1083.0,2.0,192.0,146.0
010,1533.0,0.0,66.0,43.0,0.0,22.0,11.0,0.0,1.0,2.0,0.0,25.0,15.0,0.0,19.0,10.0,0.0,607.0,472.0,0.0,145.0,95.0
011,1306.0,3.0,52.0,59.0,0.0,23.0,14.0,0.0,0.0,2.0,2.0,79.0,63.0,1.0,71.0,74.0,0.0,244.0,205.0,1.0,261.0,152.0
012,2955.0,7.0,146.0,90.0,0.0,55.0,55.0,0.0,4.0,8.0,0.0,108.0,53.0,0.0,215.0,260.0,2.0,467.0,415.0,2.0,665.0,403.0
013,2122.0,2.0,103.0,78.0,0.0,15.0,22.0,0.0,2.0,1.0,0.0,40.0,29.0,0.0,29.0,26.0,3.0,813.0,782.0,0.0,98.0,79.0
014,2407.0,4.0,67.0,80.0,0.0,20.0,17.0,0.0,1.0,1.0,0.0,36.0,27.0,0.0,51.0,56.0,4.0,956.0,825.0,2.0,162.0,98.0
015,2043.0,9.0,121.0,77.0,0.0,28.0,13.0,0.0,1.0,1.0,0.0,82.0,48.0,0.0,21.0,19.0,2.0,679.0,478.0,1.0,315.0,148.0
016,2814.0,2.0,138.0,110.0,0.0,39.0,23.0,0.0,1.0,3.0,1.0,101.0,69.0,0.0,52.0,67.0,1.0,583.0,484.0,4.0,676.0,460.0
017,1676.0,2.0,89.0,62.0,0.0,34.0,16.0,0.0,0.0,0.0,2.0,171.0,110.0,0.0,41.0,50.0,0.0,193.0,171.0,2.0,468.0,265.0
018,1732.0,6.0,74.0,61.0,0.0,26.0,20.0,0.0,1.0,1.0,0.0,127.0,92.0,0.0,59.0,48.0,1.0,323.0,296.0,1.0,382.0,214.0
019,1508.0,3.0,74.0,49.0,1.0,24.0,10.0,0.0,2.0,0.0,0.0,98.0,66.0,0.0,20.0,18.0,0.0,413.0,356.0,0.0,248.0,126.0
020,1315.0,2.0,72.0,52.0,0.0,20.0,14.0,0.0,2.0,0.0,2.0,158.0,86.0,0.0,40.0,35.0,0.0,144.0,130.0,0.0,372.0,186.0
021,1595.0,5.0,84.0,62.0,0.0,33.0,17.0,0.0,1.0,1.0,0.0,137.0,75.0,0.0,81.0,100.0,1.0,238.0,207.0,2.0,355.0,196.0
022,1323.0,2.0,53.0,42.0,0.0,10.0,13.0,0.0,3.0,0.0,0.0,25.0,12.0,0.0,31.0,26.0,1.0,526.0,403.0,0.0,113.0,63.0
023,977.0,1.0,48.0,41.0,0.0,11.0,10.0,0.0,0.0,0.0,2.0,132.0,71.0,0.0,41.0,46.0,0.0,99.0,103.0,1.0,243.0,128.0
024,2188.0,6.0,119.0,95.0,1.0,16.0,16.0,0.0,1.0,2.0,1.0,90.0,60.0,0.0,34.0,36.0,5.0,747.0,630.0,0.0,221.0,108.0
025,2898.0,8.0,139.0,121.0,1.0,40.0,23.0,0.0,2.0,0.0,0.0,142.0,104.0,0.0,27.0,34.0,0.0,1009.0,879.0,0.0,232.0,137.0
026,2709.0,7.0,120.0,115.0,0.0,36.0,22.0,0.0,0.0,4.0,0.0,127.0,93.0,0.0,61.0,55.0,1.0,760.0,597.0,2.0,440.0,269.0
027,3020.0,6.0,135.0,125.0,2.0,25.0,12.0,0.0,1.0,1.0,0.0,102.0,74.0,1.0,66.0,59.0,0.0,1010.0,905.0,0.0,288.0,208.0
028,3417.0,5.0,166.0,159.0,0.0,34.0,31.0,0.0,0.0,3.0,1.0,96.0,67.0,0.0,21.0,25.0,2.0,1082.0,956.0,1.0,476.0,292.0
029,1174.0,3.0,34.0,28.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,24.0,20.0,0.0,11.0,16.0,2.0,500.0,420.0,0.0,62.0,34.0
030,1704.0,5.0,70.0,49.0,1.0,30.0,17.0,0.0,2.0,0.0,0.0,29.0,17.0,0.0,11.0,6.0,0.0,403.0,332.0,0.0,464.0,268.0
