,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,32.65,57.14,0.0
1,OTHER,50.0,33.33,0.0
2,NATIVE-AM,0.0,100.0,0.0
3,HISP-LT,0.0,40.0,0.0
4,ASIA-PI,0.0,0.0,0.0
5,WHITE,58.97,63.04,0.0
6,BLACK,49.3,68.98,0.0
