,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,55.34,61.02,0.0
1,OTHER,22.22,58.82,0.0
2,NATIVE-AM,0.0,0.0,0.0
3,HISP-LT,54.72,59.72,0.0
4,ASIA-PI,52.38,45.45,0.0
5,WHITE,70.11,69.48,100.0
6,BLACK,64.86,70.1,50.0
