,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,31.25,75.0,0.0
1,OTHER,0.0,0.0,0.0
2,NATIVE-AM,0.0,100.0,0.0
3,HISP-LT,100.0,33.33,0.0
4,ASIA-PI,0.0,0.0,0.0
5,WHITE,68.0,69.82,0.0
6,BLACK,57.58,68.89,0.0
