RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,44.23,56.30,0.00,49.90
OTHER,44.44,43.75,50.00,44.44
NATIVE-AM,66.67,40.00,0.00,50.00
HISP-LT,20.00,40.62,0.00,31.03
ASIA-PI,23.81,45.45,0.00,34.88
WHITE,57.43,59.16,25.00,58.32
BLACK,27.59,48.57,0.00,39.06
TOTAL,55.65,58.66,28.57,57.19
