,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,34.91,49.59,0.0
1,OTHER,46.67,45.45,0.0
2,NATIVE-AM,0.0,0.0,0.0
3,HISP-LT,27.78,42.65,0.0
4,ASIA-PI,50.0,20.0,0.0
5,WHITE,60.53,61.47,100.0
6,BLACK,32.32,46.66,0.0
