,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,55.32,58.42,0.0
1,OTHER,37.5,42.86,0.0
2,NATIVE-AM,0.0,0.0,0.0
3,HISP-LT,43.75,55.56,0.0
4,ASIA-PI,50.0,0.0,0.0
5,WHITE,74.97,75.03,0.0
6,BLACK,57.65,66.92,0.0
