,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,63.16,53.85,0.0
1,OTHER,50.0,66.67,0.0
2,NATIVE-AM,100.0,0.0,0.0
3,HISP-LT,58.33,20.0,0.0
4,ASIA-PI,0.0,50.0,0.0
5,WHITE,73.98,71.4,0.0
6,BLACK,56.63,57.94,0.0
