,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,22.45,58.49,0.0
1,OTHER,0.0,16.67,0.0
2,NATIVE-AM,0.0,0.0,0.0
3,HISP-LT,100.0,75.0,0.0
4,ASIA-PI,0.0,0.0,0.0
5,WHITE,69.71,66.54,0.0
6,BLACK,42.16,54.1,0.0
