,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,55.77,74.07,0.0
1,OTHER,100.0,66.67,0.0
2,NATIVE-AM,100.0,0.0,0.0
3,HISP-LT,100.0,75.0,0.0
4,ASIA-PI,0.0,66.67,0.0
5,WHITE,78.11,78.29,0.0
6,BLACK,48.35,63.17,0.0
