RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,70.83,76.09,0.0,73.4
OTHER,66.67,50.0,0.0,61.11
NATIVE-AM,0.0,0.0,0.0,0.0
HISP-LT,40.0,100.0,0.0,57.14
ASIA-PI,80.0,75.0,0.0,76.92
WHITE,78.96,81.03,0.0,80.04
BLACK,79.17,81.01,100.0,80.26
TOTAL,78.06,80.67,100.0,79.43
