,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,47.5,49.37,0.0
1,OTHER,48.39,48.78,0.0
2,NATIVE-AM,25.0,66.67,0.0
3,HISP-LT,65.38,55.36,0.0
4,ASIA-PI,41.56,53.62,0.0
5,WHITE,63.45,61.85,0.0
6,BLACK,48.39,51.11,0.0
