RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,56.57,68.75,0.0,62.56
OTHER,50.0,50.0,0.0,50.0
NATIVE-AM,0.0,0.0,0.0,0.0
HISP-LT,53.85,66.67,0.0,60.0
ASIA-PI,33.33,50.0,0.0,44.44
WHITE,66.5,70.02,50.0,68.27
BLACK,35.23,43.61,0.0,40.27
TOTAL,59.7,64.09,50.0,62.0
