,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,42.86,41.38,0.0
1,OTHER,0.0,50.0,0.0
2,NATIVE-AM,0.0,0.0,0.0
3,HISP-LT,100.0,50.0,0.0
4,ASIA-PI,0.0,0.0,0.0
5,WHITE,44.83,56.94,0.0
6,BLACK,54.66,68.99,50.0
