RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,37.46,56.68,0.00,48.37
OTHER,40.00,44.64,0.00,42.86
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,47.06,53.62,0.00,50.83
ASIA-PI,38.46,69.23,0.00,53.85
WHITE,46.43,51.68,0.00,49.13
BLACK,49.02,65.77,37.50,59.44
TOTAL,47.31,63.92,37.50,57.46
