,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,50.0,50.0,0.0
1,OTHER,40.0,57.14,0.0
2,NATIVE-AM,50.0,100.0,0.0
3,HISP-LT,83.33,58.33,0.0
4,ASIA-PI,53.33,56.52,0.0
5,WHITE,75.63,77.15,100.0
6,BLACK,74.58,70.27,0.0
