,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,39.77,60.71,0.0
1,OTHER,54.55,62.5,0.0
2,NATIVE-AM,0.0,100.0,0.0
3,HISP-LT,40.0,41.18,0.0
4,ASIA-PI,0.0,100.0,0.0
5,WHITE,54.55,52.78,0.0
6,BLACK,59.67,74.07,0.0
