,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,42.03,53.85,0.0
1,OTHER,60.0,28.57,0.0
2,NATIVE-AM,50.0,66.67,0.0
3,HISP-LT,48.0,42.86,0.0
4,ASIA-PI,38.46,42.11,0.0
5,WHITE,69.66,67.1,100.0
6,BLACK,51.13,69.23,0.0
