PRECINCT NAME,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
0248,73.7,100,65.67,58.2,0,54.17,46.67,0,0,0,0,65.52,61.22,0,44.19,58.06,100,76.44,75.59,0,57.14,45.59
0253,69.48,0,62.9,49.32,0,62.5,33.33,0,0,100,0,72.73,52.63,0,40,0,100,71.6,71.05,0,63.33,36.00
0257,69.41,100,60,37.74,0,50,100,0,50,0,0,37.5,30,0,60,25,0,71.83,71.75,0,70.69,56.82
0428,67.52,0,67.86,51.85,0,66.67,0,0,0,0,0,41.67,55.56,0,66.67,25,100,70.99,66.06,0,80,72.73
0455,67.8,0,45,53.85,0,33.33,71.43,0,0,0,0,47.37,50,0,30,18.18,0,70.65,69.79,0,60,46.15
0465,66.71,0,54.55,45.83,0,0,100,0,0,100,0,50,20,0,25,0,0,71.17,66.86,0,68.75,28.57
1407,72.96,0,55.17,47.73,0,75,0,0,0,0,0,69.23,76.19,0,0,25,0,75.67,75.9,0,57.14,54.55
1691,67.03,0,41.94,44.12,0,100,66.67,0,0,0,0,51.43,38.1,0,50,25,100,71.73,70.55,0,44.44,28.57
1704,63.8,0,59.26,51.61,0,0,0,0,0,0,0,40,16.67,0,50,66.67,0,65.37,64.72,0,66.67,60.00
1747,74.48,0,57.14,62.16,0,80,85.71,0,0,100,0,53.33,60,0,20,50,33.33,78.24,75.7,0,75.56,56.60
1765,70.71,100,57.24,52.12,0,69.23,62.5,0,100,0,100,66.67,54.43,0,37.84,28.57,0,74.41,73.09,100,63.95,68.49
88888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0245,72.69,100,58.95,55.87,0,90,50,0,50,100,0,68.13,55.13,0,46.34,50,50,75.45,74.52,0,69.29,52.48
N0255,63.22,0,31.51,39.73,0,28.57,36.36,0,0,0,0,45.45,50,0,54.55,55.56,0,68.23,66.32,0,62.56,52.59
S0245,66.33,100,58.93,42.03,0,55.56,63.64,0,0,0,0,62.86,54.55,0,58.82,38.46,0,70.24,68.85,0,64.35,48.00
TOTAL,69.57,100.0,56.62,49.96,,60.95,54.0,,33.33,72.73,100.0,60.26,53.83,,46.31,41.99,58.82,72.75,71.74,25.0,64.79,51.15
