,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,44.79,51.38,0.0
1,OTHER,71.79,54.76,0.0
2,NATIVE-AM,100.0,100.0,0.0
3,HISP-LT,51.35,76.79,0.0
4,ASIA-PI,64.88,67.76,0.0
5,WHITE,75.18,77.38,100.0
6,BLACK,70.73,86.0,0.0
