,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,72.39,69.4,0.0
1,OTHER,77.27,62.5,0.0
2,NATIVE-AM,0.0,0.0,0.0
3,HISP-LT,82.35,80.95,0.0
4,ASIA-PI,74.51,74.74,0.0
5,WHITE,70.78,71.85,0.0
6,BLACK,59.46,84.78,0.0
