,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,58.33,76.42,0.0
1,OTHER,71.43,42.86,0.0
2,NATIVE-AM,0.0,0.0,0.0
3,HISP-LT,81.82,58.33,0.0
4,ASIA-PI,70.0,50.0,0.0
5,WHITE,75.03,75.46,100.0
6,BLACK,64.71,92.86,0.0
