,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,36.71,52.38,0.0
1,OTHER,51.61,76.92,100.0
2,NATIVE-AM,50.0,50.0,0.0
3,HISP-LT,62.86,67.5,0.0
4,ASIA-PI,60.0,56.25,0.0
5,WHITE,71.9,76.63,100.0
6,BLACK,70.38,76.65,0.0
