,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,11.11,13.33,0.0
1,OTHER,28.57,12.5,0.0
2,NATIVE-AM,50.0,0.0,0.0
3,HISP-LT,50.0,40.0,0.0
4,ASIA-PI,16.67,0.0,0.0
5,WHITE,10.91,40.74,0.0
6,BLACK,11.61,29.5,0.0
