,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,40.0,53.48,0.0
1,OTHER,51.85,53.49,0.0
2,NATIVE-AM,50.0,0.0,0.0
3,HISP-LT,67.44,79.49,0.0
4,ASIA-PI,46.94,46.38,0.0
5,WHITE,51.52,59.27,100.0
6,BLACK,46.64,60.0,0.0
