,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,55.65,58.52,0.0
1,OTHER,50.0,73.33,0.0
2,NATIVE-AM,60.0,50.0,0.0
3,HISP-LT,50.0,48.84,100.0
4,ASIA-PI,54.55,47.37,0.0
5,WHITE,69.93,71.47,100.0
6,BLACK,17.65,50.0,0.0
