RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,10.0,33.33,0.0,15.38
OTHER,100.0,0.0,0.0,100.0
NATIVE-AM,0.0,0.0,0.0,0.0
HISP-LT,0.0,0.0,0.0,0.0
ASIA-PI,0.0,0.0,0.0,0.0
WHITE,80.65,78.21,0.0,79.36
BLACK,61.45,75.42,0.0,69.65
TOTAL,73.98,77.06,0.0,75.64
