,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,62.96,67.37,0.0
1,OTHER,61.54,72.73,0.0
2,NATIVE-AM,0.0,0.0,0.0
3,HISP-LT,60.0,75.0,0.0
4,ASIA-PI,58.82,70.27,0.0
5,WHITE,77.55,77.62,0.0
6,BLACK,73.33,69.7,0.0
