,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,53.81,67.69,0.0
1,OTHER,63.24,64.2,0.0
2,NATIVE-AM,0.0,0.0,0.0
3,HISP-LT,48.84,60.0,0.0
4,ASIA-PI,49.59,51.75,100.0
5,WHITE,66.81,69.2,100.0
6,BLACK,64.49,74.64,100.0
