,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,54.55,54.55,0.0
1,OTHER,100.0,0.0,0.0
2,NATIVE-AM,0.0,0.0,0.0
3,HISP-LT,0.0,0.0,0.0
4,ASIA-PI,0.0,100.0,0.0
5,WHITE,63.64,63.76,0.0
6,BLACK,55.32,76.29,0.0
