,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,63.49,67.79,0.0
1,OTHER,54.05,66.67,0.0
2,NATIVE-AM,0.0,100.0,0.0
3,HISP-LT,70.0,73.17,0.0
4,ASIA-PI,65.52,72.73,0.0
5,WHITE,73.88,76.44,0.0
6,BLACK,47.06,64.29,0.0
