,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,49.06,67.24,0.0
1,OTHER,66.67,0.0,0.0
2,NATIVE-AM,0.0,0.0,0.0
3,HISP-LT,66.67,57.14,0.0
4,ASIA-PI,25.0,44.44,0.0
5,WHITE,75.52,71.12,100.0
6,BLACK,42.7,65.49,0.0
