,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,44.44,49.28,0.0
1,OTHER,33.33,61.54,0.0
2,NATIVE-AM,0.0,25.0,0.0
3,HISP-LT,31.25,28.0,0.0
4,ASIA-PI,57.14,66.67,0.0
5,WHITE,67.07,64.44,50.0
6,BLACK,37.1,54.66,0.0
