RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,52.78,60.0,0.0,55.74
OTHER,50.0,0.0,0.0,25.0
NATIVE-AM,0.0,0.0,0.0,0.0
HISP-LT,33.33,28.57,0.0,30.0
ASIA-PI,20.0,37.5,0.0,30.77
WHITE,68.75,70.75,100.0,69.84
BLACK,42.86,48.39,0.0,45.76
TOTAL,66.22,68.41,100.0,67.39
