RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,34.43,53.42,0.0,44.78
OTHER,36.36,66.67,0.0,50.0
NATIVE-AM,0.0,0.0,0.0,0.0
HISP-LT,52.94,70.0,0.0,59.26
ASIA-PI,45.45,30.77,0.0,37.5
WHITE,69.54,68.68,0.0,69.09
BLACK,44.55,60.63,0.0,53.97
TOTAL,62.06,65.72,0.0,64.05
